World Rank,Institution,Location,National Rank,Education Rank,Employability Rank,Faculty Rank,Research Rank,Score
1830Top 8.6%,University of Trier,Germany,68,-,-,-,1763,66.8
1831Top 8.6%,Institute for Pure and Applied Mathematics (IMPA),Brazil,46,115,-,235,-,66.8
1832Top 8.6%,Southern Federal University,Russia,35,-,-,-,1765,66.8
1833Top 8.6%,A.A. Kharkevich Institute for Information Transmission Problems of the Russian Academy of Sciences,Russia,36,-,-,-,1766,66.8
1834Top 8.6%,Adolfo Ibáñez University,Chile,16,-,726,-,1786,66.8
1835Top 8.6%,Hungarian University of Agriculture and Life Sciences,Hungary,7,-,-,-,1767,66.8
1836Top 8.6%,Federal University of Triângulo Mineiro,Brazil,47,-,-,-,1768,66.8
1837Top 8.6%,Jouf University,Saudi Arabia,19,-,-,-,1769,66.8
1838Top 8.6%,"Amity University, Noida",India,53,-,-,-,1770,66.8
1839Top 8.6%,Rajiv Gandhi University of Health Sciences,India,54,-,-,-,1771,66.8
1840Top 8.6%,Taiyuan University of Science and Technology,China,322,-,1511,-,1772,66.8
1841Top 8.6%,National University of Mar del Plata,Argentina,7,-,-,-,1773,66.8
1842Top 8.6%,University of North Carolina Wilmington,USA,304,-,-,-,1774,66.8
1843Top 8.6%,University of Colombo,Sri Lanka,3,-,-,-,1775,66.8
1844Top 8.6%,Northeast Electric Power University,China,323,-,801,-,1793,66.8
1845Top 8.6%,An-Najah National University,Palestine,1,-,-,-,1776,66.8
1846Top 8.7%,Malmö University,Sweden,15,-,-,-,1777,66.8
1847Top 8.7%,Laurentian University,Canada,38,-,418,-,1878,66.8
1848Top 8.7%,University of Fukui,Japan,98,-,-,-,1778,66.8
1849Top 8.7%,Ahmadu Bello University,Nigeria,4,502,1517,-,1781,66.8
1850Top 8.7%,Ohio Wesleyan University,USA,305,60,168,-,-,66.8
1851Top 8.7%,Nicolaus Copernicus Astronomical Center of the Polish Academy of Sciences,Poland,34,-,-,-,1780,66.8
1852Top 8.7%,G.K. Boreskov Institute of Catalysis of the Siberian Branch of the Russian Academy of Sciences,Russia,37,-,-,-,1782,66.7
1853Top 8.7%,Hongik University,South Korea,52,-,976,-,1794,66.7
1854Top 8.7%,Northeast Petroleum University,China,324,-,1672,-,1783,66.7
1855Top 8.7%,Myongji University,South Korea,53,-,1690,-,1784,66.7
1856Top 8.7%,Dokkyo Medical University,Japan,99,-,-,-,1785,66.7
1857Top 8.7%,Irkutsk Scientific Center of the Siberian Branch of the Russian Academy of Sciences,Russia,38,-,-,-,1787,66.7
1858Top 8.7%,Kongju National University,South Korea,54,-,-,-,1788,66.7
1859Top 8.7%,Saratov Scientific Center of the Russian Academy of Sciences,Russia,39,-,-,-,1790,66.7
1860Top 8.7%,St. John's University,USA,306,-,213,-,-,66.7
1861Top 8.7%,Kennesaw State University,USA,307,-,-,-,1791,66.7
1862Top 8.7%,Osaka Medical and Pharmaceutical University,Japan,100,-,-,-,1792,66.7
1863Top 8.7%,Marshall University,USA,308,421,485,-,1874,66.7
1864Top 8.7%,University of Molise,Italy,65,-,-,-,1795,66.7
1865Top 8.7%,Kyoto University of Education,Japan,101,-,-,-,1797,66.7
1866Top 8.7%,University of Toulon,France,66,-,-,-,1798,66.7
1867Top 8.7%,Trinity University,USA,309,-,190,-,-,66.7
1868Top 8.8%,Nanjing Institute of Technology,China,325,151,1541,-,1965,66.7
1869Top 8.8%,Shenyang University of Technology,China,326,-,-,-,1799,66.7
1870Top 8.8%,IFP School,France,67,-,63,-,-,66.7
1871Top 8.8%,Hiroshima Institute of Technology,Japan,102,-,-,-,1800,66.7
1872Top 8.8%,Changchun University of Technology,China,327,-,-,-,1801,66.7
1873Top 8.8%,University of Westminster,United Kingdom,87,315,1294,-,1826,66.7
1874Top 8.8%,New Mexico Institute of Mining and Technology,USA,310,-,-,-,1802,66.7
1875Top 8.8%,Tianjin University of Traditional Chinese Medicine,China,328,-,-,-,1803,66.7
1876Top 8.8%,University of Desarrollo,Chile,17,-,-,-,1804,66.7
1877Top 8.8%,University of Management and Technology,Pakistan,12,-,-,-,1805,66.7
1878Top 8.8%,SASTRA,India,55,-,-,-,1806,66.7
1879Top 8.8%,Hanoi Medical University,Vietnam,5,-,-,-,1807,66.7
1880Top 8.8%,Punjab Agricultural University,India,56,331,-,-,1830,66.6
1881Top 8.8%,Yunnan Agricultural University,China,329,-,-,,1808,66.6
1882Top 8.8%,National Dong Hwa University,Taiwan,29,-,-,-,1809,66.6
1883Top 8.8%,Riga Technical University,Latvia,2,-,-,-,1810,66.6
1884Top 8.8%,Indian Institute of Technology Ropar,India,57,-,-,-,1811,66.6
1885Top 8.8%,"Indian Institute of Science Education and Research, Mohali",India,58,-,-,-,1812,66.6
1886Top 8.8%,Oita University,Japan,103,-,-,-,1813,66.6
1887Top 8.8%,Cracow University of Technology,Poland,35,-,-,-,1814,66.6
1888Top 8.8%,WHU – Otto Beisheim School of Management,Germany,69,-,111,-,-,66.6
1889Top 8.9%,University of Artois,France,68,-,-,-,1816,66.6
1890Top 8.9%,Malaviya National Institute of Technology Jaipur,India,59,-,-,-,1817,66.6
1891Top 8.9%,Suez University,Egypt,19,-,-,-,1818,66.6
1892Top 8.9%,Karlstad University,Sweden,16,-,1360,-,1823,66.6
1893Top 8.9%,Wrocław University of Environmental and Life Sciences,Poland,36,-,-,-,1819,66.6
1894Top 8.9%,"Goldsmiths, University of London",United Kingdom,88,417,-,-,1829,66.6
1895Top 8.9%,University of Rzeszów,Poland,37,-,-,-,1820,66.6
1896Top 8.9%,Sanjay Gandhi Postgraduate Institute of Medical Sciences,India,60,-,-,-,1821,66.6
1897Top 8.9%,Gangneung-Wonju National University,South Korea,55,-,-,-,1822,66.6
1898Top 8.9%,Tzu Chi University,Taiwan,30,-,-,-,1825,66.6
1899Top 8.9%,University of Jeddah,Saudi Arabia,20,-,-,-,1827,66.6
1900Top 8.9%,Bandung Institute of Technology,Indonesia,3,-,595,-,1888,66.6
1901Top 8.9%,Sidi Mohamed Ben Abdellah University,Morocco,5,-,-,-,1831,66.6
1902Top 8.9%,Anhui Polytechnic University,China,330,-,1640,-,1832,66.6
1903Top 8.9%,Haramaya University,Ethiopia,6,-,-,-,1833,66.6
1904Top 8.9%,Lebanese University,Lebanon,3,-,-,-,1834,66.6
1905Top 8.9%,University of Karachi,Pakistan,13,-,-,-,1835,66.6
1906Top 8.9%,American University in Cairo,Egypt,20,-,240,-,-,66.6
1907Top 8.9%,Leeds Beckett University,United Kingdom,89,-,-,-,1836,66.6
1908Top 8.9%,James Madison University,USA,311,-,672,-,1885,66.5
1909Top 8.9%,"Indian Institute of Science Education and Research, Thiruvananthapuram",India,61,-,-,-,1837,66.5
1910Top 8.9%,Imam Mohammad Ibn Saud Islamic University,Saudi Arabia,21,-,1272,-,1841,66.5
1911Top 9%,Federal University of Ouro Preto,Brazil,48,-,-,-,1838,66.5
1912Top 9%,Bond University,Australia,39,-,1370,-,1840,66.5
1913Top 9%,University of Malaysia Terengganu,Malaysia,9,-,-,-,1839,66.5
1914Top 9%,Tunghai University,Taiwan,31,-,1310,-,1845,66.5
1915Top 9%,Huaiyin Normal University,China,331,-,-,-,1842,66.5
1916Top 9%,University of Bergamo,Italy,66,-,-,-,1843,66.5
1917Top 9%,Hanoi University of Science and Technology,Vietnam,6,-,-,-,1844,66.5
1918Top 9%,Harokopio University,Greece,11,-,-,-,1846,66.5
1919Top 9%,Jönköping University,Sweden,17,-,1617,-,1847,66.5
1920Top 9%,"West Pomeranian University of Technology, Szczecin",Poland,38,-,-,-,1848,66.5
1921Top 9%,Wuhan Polytechnic University,China,332,-,-,-,1849,66.5
1922Top 9%,Kharazmi University,Iran,36,-,-,-,1850,66.5
1923Top 9%,Alborz University of Medical Sciences,Iran,37,-,-,-,1851,66.5
1924Top 9%,"Institute of Chemical Technology, Mumbai",India,62,-,-,-,1852,66.5
1925Top 9%,European University of Madrid,Spain,52,-,-,-,1853,66.5
1926Top 9%,Brooklyn College,USA,312,129,1628,-,-,66.5
1927Top 9%,Delhi Technological University,India,63,-,-,-,1854,66.5
1928Top 9%,Institute of Mathematics of the Polish Academy of Sciences,Poland,39,-,-,-,1855,66.5
1929Top 9%,University of Mazandaran,Iran,38,-,-,-,1856,66.5
1930Top 9%,Federal University of Campina Grande,Brazil,49,-,-,-,1857,66.5
1931Top 9%,University of Ostrava,Czech Republic,11,-,-,-,1858,66.5
1932Top 9.1%,Union College,USA,313,172,116,-,-,66.5
1933Top 9.1%,Florida Agricultural and Mechanical University,USA,314,-,-,-,1859,66.5
1934Top 9.1%,Towson University,USA,315,-,790,-,1890,66.5
1935Top 9.1%,Giresun University,Turkey,43,-,-,-,1860,66.5
1936Top 9.1%,Xi’an University of Posts & Telecommunications,China,333,-,-,-,1861,66.4
1937Top 9.1%,University of La Réunion,France,69,-,-,-,1862,66.4
1938Top 9.1%,Anadolu University,Turkey,44,-,-,-,1863,66.4
1939Top 9.1%,First Institute of Oceanography,China,334,-,-,-,1866,66.4
1940Top 9.1%,University of Antofagasta,Chile,18,-,-,-,1867,66.4
1941Top 9.1%,University of Sousse,Tunisia,5,-,-,-,1868,66.4
1942Top 9.1%,Hamadan University of Medical Sciences,Iran,39,-,-,-,1869,66.4
1943Top 9.1%,Manisa Celal Bayar University,Turkey,45,-,-,-,1870,66.4
1944Top 9.1%,University of Vic - Central University of Catalonia,Spain,53,-,-,-,1871,66.4
1945Top 9.1%,Kawasaki Medical School,Japan,104,-,-,-,1872,66.4
1946Top 9.1%,Federal University of Alagoas,Brazil,50,-,-,-,1873,66.4
1947Top 9.1%,Shoolini University,India,64,-,-,-,1875,66.4
1948Top 9.1%,Kaunas University of Technology,Lithuania,3,-,-,-,1876,66.4
1949Top 9.1%,Cooper Union,USA,316,46,702,-,-,66.4
1950Top 9.1%,Federal University of Piauí,Brazil,51,-,-,-,1877,66.4
1951Top 9.1%,N.D. Zelinsky Institute of Organic Chemistry of the Russian Academy of Sciences,Russia,40,-,-,,1879,66.4
1952Top 9.1%,Jilin Normal University,China,335,-,-,-,1880,66.4
1953Top 9.1%,University of Jammu,India,65,-,-,-,1881,66.4
1954Top 9.2%,Akita University,Japan,105,-,-,-,1882,66.4
1955Top 9.2%,Bingöl University,Turkey,46,-,-,-,1883,66.4
1956Top 9.2%,Siberian Federal University,Russia,41,-,1713,-,1884,66.4
1957Top 9.2%,ESCP Business School,France,70,-,121,-,-,66.4
1958Top 9.2%,Shenzhen Polytechnic University,China,336,-,-,-,1886,66.4
1959Top 9.2%,Muhimbili University of Health and Allied Sciences,Tanzania,1,-,-,-,1887,66.4
1960Top 9.2%,Technical University of Košice,Slovak Republic,4,-,-,-,1889,66.4
1961Top 9.2%,Shahrood University of Technology,Iran,40,-,-,-,1891,66.4
1962Top 9.2%,Minzu University of China,China,337,-,-,-,1892,66.4
1963Top 9.2%,Institut supérieur de l'aéronautique et de l'espace,France,71,-,173,-,-,66.4
1964Top 9.2%,Shiraz University of Technology,Iran,41,-,-,-,1893,66.4
1965Top 9.2%,Istanbul Medeniyet University,Turkey,47,-,-,-,1895,66.3
1966Top 9.2%,Obafemi Awolowo University,Nigeria,5,-,1715,-,1896,66.3
1967Top 9.2%,Zurich University of Applied Sciences (ZHAW),Switzerland,13,-,891,,1915,66.3
1968Top 9.2%,National Institute of Mental Health and Neurosciences,India,66,-,-,-,1897,66.3
1969Top 9.2%,Yanbian University,China,338,-,-,-,1898,66.3
1970Top 9.2%,Baqiyatallah University of Medical Sciences,Iran,42,-,-,-,1899,66.3
1971Top 9.2%,University of Bialystok,Poland,40,-,-,-,1900,66.3
1972Top 9.2%,Pamukkale University,Turkey,48,-,-,-,1901,66.3
1973Top 9.2%,Japan Advanced Institute of Science and Technology,Japan,106,-,-,-,1902,66.3
1974Top 9.2%,Southwest Minzu University,China,339,-,-,-,1903,66.3
1975Top 9.3%,Gebze Technical University,Turkey,49,-,-,-,1904,66.3
1976Top 9.3%,Pirogov Russian National Research Medical University,Russia,42,-,-,-,1905,66.3
1977Top 9.3%,East Tennessee State University,USA,317,-,-,-,1906,66.3
1978Top 9.3%,Pondicherry University,India,67,-,-,-,1907,66.3
1979Top 9.3%,Aswan University,Egypt,21,-,-,-,1908,66.3
1980Top 9.3%,Mimar Sinan Fine Arts University,Turkey,50,-,-,-,1909,66.3
1981Top 9.3%,Sichuan University of Science & Engineering,China,340,-,-,-,1910,66.3
1982Top 9.3%,M.M. Shemyakin and Y.A. Ovchinnikov Institute of Bioorganic Chemistry of the Russian Academy of Sciences,Russia,43,-,-,-,1911,66.3
1983Top 9.3%,College of Charleston,USA,318,-,-,-,1912,66.3
1984Top 9.3%,Mid Sweden University,Sweden,18,-,1672,-,1913,66.3
1985Top 9.3%,Meiji University,Japan,107,-,630,-,1956,66.3
1986Top 9.3%,Sinop University,Turkey,51,-,-,-,1914,66.3
1987Top 9.3%,Hebei University of Engineering,China,341,-,-,-,1916,66.3
1988Top 9.3%,Civil Aviation University of China,China,342,-,1058,-,1921,66.3
1989Top 9.3%,Reichman University,Israel,9,-,523,-,1996,66.3
1990Top 9.3%,University of Madras,India,68,351,575,-,-,66.3
1991Top 9.3%,Gorgan University of Agricultural Sciences & Natural Resources,Iran,43,-,-,-,1917,66.3
1992Top 9.3%,Catholic University of Daegu,South Korea,56,-,-,-,1918,66.3
1993Top 9.3%,Zhongkai University of Agriculture and Engineering,China,343,-,-,,1919,66.3
1994Top 9.3%,Technological Institute of Aeronautics,Brazil,52,-,159,-,-,66.2
1995Top 9.3%,Kettering University,USA,319,-,74,-,-,66.2
1996Top 9.4%,Hunan University of Technology,China,344,-,-,-,1920,66.2
1997Top 9.4%,Guizhou Normal University,China,345,-,-,-,1922,66.2
1998Top 9.4%,Bengbu Medical University,China,346,-,-,-,1924,66.2
1999Top 9.4%,Federal University of Amazonas,Brazil,53,-,-,-,1925,66.2
2000Top 9.4%,Başkent University,Turkey,52,-,1223,-,1930,66.2
